id_standar,nama_data,konsep_kode,definisi,klasifikasi_penyajian,klasifikasi_isian,is_klasifikasi,ukuran,satuan
24110096,Jumlah Petani Gurem,K01745 Petani Gurem|,"Banyaknya perseorangan dan/atau beserta keluarganya yang melakukan usaha pertanian dengan penguasaan lahan pertanian kurang dari 0,5 hektare.",32010026 Wilayah|,-,0,Total,orang
24110098,Jumlah Petani Pengguna Lahan Pertanian,"K01744 Petani|
K01036 Lahan Pertanian/Agricultural Land|","Banyaknya orang dan/atau beserta keluarganya yang menggunakan lahan pertanian untuk melakukan usaha pertanian di bidang tanaman pangan, hortikultura, perkebunan, dan/atau peternakan.",32010026 Wilayah|,-,0,Total,orang
24110259,Jumlah Petani yang Tergabung dalam Kelompok Tani,"K01744 Petani|
K00826 Kelompok Tani (Poktan)|","Banyaknya  petani/peternak/pekebun yang tergabung dalam kelompok tani atas dasar kesamaan kepentingan, kesamaan kondisi lingkungan sosial, ekonomi, dan sumberdaya, kesamaan komoditas, dan keakraban untuk meningkatkan dan mengembangkan usaha anggota.",32010026 Wilayah|,-,0,Total,orang
24110100,Jumlah Pohon Tanaman Kehutanan,K02110 Tanaman Kehutanan|,"Banyaknya pohon tanaman kehutanan yang diusahakan untuk diambil hasilnya atau dipanen dalam bentuk kayu, seperti sengon, mahoni, akasia, suren, dan sungkai, tidak termasuk pohon rotan, pohon bambu, dan kayu putih.",32010026 Wilayah|,-,0,Total,pohon
24110260,Jumlah Produk Olahan Ikan|,K01283 Pangan Olahan|,Berat produk hasil pengolahan berbahan baku ikan menjadi produk pangan olahan untuk konsumsi manusia.,"32010026 Wilayah|
23020048 Skala Usaha|",-,0,Massa,ton
24110107,Jumlah Produksi Bibit Ikan,"K01779 Produksi|
K01391 Pembibitan Ikan|","Banyaknya bibit hasil kegiatan pembiakan ikan dalam media baik air tawar, air laut, maupun air payau sampai umur, bentuk, dan ukuran tertentu, yang peruntukannya sebagai input untuk kegiatan budi daya pembesaran ikan.",32010026 Wilayah|,-,0,Total,ekor
24110101,Jumlah Produksi Daging,"K01779 Produksi|
K00338 Daging (Meatyield)|","Banyaknya daging hasil pemotongan ternak di suatu wilayah, termasuk bagian yang dapat dimakan (edible portion), misalnya jeroan dan daging variasi, selama waktu tertentu.","32010026 Wilayah|
24120030 Jenis Ternak|",-,0,Massa,kilogram
24110261,Jumlah Produksi Daun Kayu Putih,K01779 Produksi|,Banyaknya produksi daun kayu putih yang dibudidayakan oleh rumah tangga/usaha tanaman kehutanan.,32010026 Wilayah|,-,0,Total,kilogram
24110262,Jumlah Produksi Garam,"K01779 Produksi|
K00468 Garam|",Banyaknya garam yang dihasilkan oleh petambak garam dan usaha garam.,32010026 Wilayah|,-,0,Total,ton
24110263,Jumlah Produksi Getah Tanaman Kehutanan,K02294 Usaha Tanaman Kehutanan|,"Banyaknya produksi getah dari tanaman kehutanan seperti damar, gaharu dan pinus, yang dibudidayakan oleh rumah tangga/usaha tanaman kehutanan.",32010026 Wilayah|,-,0,Total,kilogram
24110105,Jumlah Produksi Ikan Hias,"K01779 Produksi|
K01405 Pembudidayaan Ikan|","Banyaknya ikan hias hasil kegiatan pemeliharaan, pembesaran, dan/atau pembiakan ikan hias dalam suatu wadah dengan menggunakan media air tawar atau air laut.",32010026 Wilayah|,-,0,Total,ekor
24110106,Jumlah Produksi Kayu Bulat Tanaman Kehutanan,"K01779 Produksi|
K02110 Tanaman Kehutanan|","Banyaknya kayu bulat hasil penebangan tanaman kehutanan, termasuk hasil penebangan untuk penjarangan tanaman.",32010026 Wilayah|,-,0,Volume,meter kubik
24110264,Jumlah Produksi Palawija,"K01779 Produksi|
K01280 Palawija|",Kuantitas hasil budi daya tanaman palawija yang diukur berdasarkan luas panen dan produktivitas per hektare.,32010026 Wilayah|,-,0,Massa,ton
24110108,Jumlah Produksi Pembesaran Ikan,"K01779 Produksi|
K01405 Pembudidayaan Ikan|","Banyaknya produksi ikan konsumsi hasil kegiatan pemeliharaan, pembesaran, serta pemanenan yang dilakukan menggunakan media air laut, air payau, atau air tawar dalam lingkungan yang terkontrol.","32010026 Wilayah|
24120013 Jenis Kegiatan Pembudidayaan Ikan|",-,0,Massa,ton
24110109,Jumlah Produksi Pembudidayaan Ikan,"K01779 Produksi|
K01405 Pembudidayaan Ikan|","Banyaknya ikan konsumsi, ikan hias, dan rumput laut yang telah dipanen dari tempat pemeliharaan yang diusahakan oleh pelaku usaha budi daya ikan.",32010026 Wilayah|,-,0,Massa,ton
24110003,Jumlah Produksi Penangkapan Ikan,"K01779 Produksi|
K01439 Penangkapan Ikan|","Banyaknya seluruh hasil yang diperoleh dari kegiatan penangkapan ikan/binatang air lainnya/tanaman air dari sumber perikanan, baik di laut maupun perikanan darat.",32010026 Wilayah|,-,0,Massa,kilogram
24110110,Jumlah Produksi Susu,K01779 Produksi|,"Banyaknya susu yang diproduksi oleh ternak, termasuk yang diberikan kepada anak ternak, rusak, diperdagangkan, dikonsumsi, dan diberikan kepada orang lain.",32010026 Wilayah|,-,0,Volume,liter
24110113,Jumlah Produksi Telur Unggas,K01779 Produksi|,"Banyaknya telur yang dihasilkan oleh unggas, termasuk yang ditetaskan, rusak, diperdagangkan, dikonsumsi, dan diberikan kepada orang lain.",32010026 Wilayah|,-,0,Massa,kilogram
24110265,Jumlah Realisasi Pupuk Bersubsidi,K01833 Pupuk|,Banyaknya penyaluran pupuk dengan bantuan dari pemerintah untuk kebutuhan petani yang dilaksanakan atas dasar program pemerintah di sektor pertanian.,32010026 Wilayah|,-,0,Total,ton
24110046,Jumlah Rotan Hasil Usaha Kehutanan,"K01779 Produksi|
K02271 Usaha Kehutanan|",Banyaknya rotan yang dihasilkan dari kegiatan pembudidayaan tanaman rotan maupun pemungutan rotan di dalam kawasan hutan.,32010026 Wilayah|,-,0,Total,batang
24110266,Jumlah Rumah Tangga Petani,K01932 Rumah Tangga Usaha Pertanian (RTUP)|,"Banyaknya rumah tangga yang salah satu anggota rumah tangganya mengusahakan/menguasai/melakukan kegiatan di subsektor tanaman pangan, hortikultura, perkebunan, atau peternakan.",32010026 Wilayah|,-,0,Total,rumah tangga
24110116,Jumlah Rumah Tangga Usaha Budi Daya Ikan,"K01925 Rumah Tangga|
K01405 Pembudidayaan Ikan|","Banyaknya rumah tangga yang melakukan kegiatan pemeliharaan, pembesaran, dan/atau pembiakan ikan serta panen hasilnya dalam lingkungan yang terkontrol dengan tujuan sebagian atau seluruh hasilnya untuk dijual.",32010026 Wilayah|,-,0,Total,rumah tangga
24110267,Jumlah Rumah Tangga Usaha Budi Daya Ikan Hias,"K01925 Rumah Tangga|
K01405 Pembudidayaan Ikan|","Banyaknya rumah tangga yang melakukan pemeliharaan, pembesaran, dan/atau pembiakan ikan dalam suatu wadah dengan menggunakan media air tawar atau air laut, serta hasil panennya sebagai hiasan (bukan untuk dikonsumsi).","32010026 Wilayah|
24120013 Jenis Kegiatan Pembudidayaan Ikan|",-,0,Total,rumah tangga
24110268,Jumlah Rumah Tangga Usaha Budi Daya Pembesaran Ikan,"K01925 Rumah Tangga|
K01405 Pembudidayaan Ikan|","Banyaknya rumah tangga yang melakukan pemeliharaan dan/atau pembesaran benih ikan/gelondongan hingga mencapai umur, bentuk dan ukuran tertentu yang diperuntukkan sebagai ikan konsumsi.","32010026 Wilayah|
24120013 Jenis Kegiatan Pembudidayaan Ikan|",-,0,Total,rumah tangga
24110269,Jumlah Rumah Tangga Usaha Budi Daya Pembibitan Ikan,"K01925 Rumah Tangga|
K01391 Pembibitan Ikan|","Banyaknya rumah tangga yang melakukan kegiatan pembiakan ikan dalam media baik air tawar, air laut maupun air payau sampai umur, bentuk, dan ukuran tertentu, yang peruntukannya sebagai input untuk kegiatan budi daya pembesaran.","32010026 Wilayah|
24120013 Jenis Kegiatan Pembudidayaan Ikan|",-,0,Total,rumah tangga
24110118,Jumlah Rumah Tangga Usaha Hortikultura,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02265 Usaha Hortikultura|","Banyaknya rumah tangga yang anggotanya melakukan kegiatan usaha yang menghasilkan produk tanaman sayuran, tanaman buah-buahan, tanaman hias, dan/atau tanaman obat, dengan tujuan sebagian atau seluruh hasilnya dijual/ditukar atas risiko usaha.",32010026 Wilayah|,-,0,Total,rumah tangga
24110120,Jumlah Rumah Tangga Usaha Jasa Pertanian,"K01925 Rumah Tangga|
K02268 Usaha Jasa Pertanian|","Banyaknya rumah tangga yang melakukan kegiatan usaha atas dasar balas jasa atau kontrak/secara borongan yang terkait bidang pertanian, seperti kegiatan pengolahan lahan, penyelenggaraan irigasi, pemupukan, penyewaan alat pertanian dengan operatornya, penyebaran bibit/benih, pengendalian organisme pengganggu tanaman, pemangkasan, pemanenan, penanganan pascapanen, pelayanan pencari rumput untuk makanan ternak, penggembalaan ternak, pelayanan kesehatan ternak, pencukuran bulu ternak, penyewaan pejantan, penetasan telur, dan pemeliharaan/perawatan alat pertanian.","32010026 Wilayah|
24120027 Jenis Subsektor Pertanian, Kehutanan, dan Perikanan|",-,0,Total,rumah tangga
24110121,Jumlah Rumah Tangga Usaha Kehutanan,"K01925 Rumah Tangga|
K02271 Usaha Kehutanan|","Banyaknya rumah tangga yang anggotanya melakukan kegiatan budi daya dan pembibitan tanaman kehutanan, penangkaran satwa/tumbuhan liar, dan/atau pemungutan hasil hutan dan penangkapan satwa liar, baik di dalam maupun di luar kawasan hutan.",32010026 Wilayah|,-,0,Total,rumah tangga
24110271,Jumlah Rumah Tangga Usaha Pemungutan Hasil Hutan,"K01925 Rumah Tangga|
K02281 Usaha Pemungutan Hasil Hutan|","Banyaknya rumah tangga yang anggota rumah tangganya mengambil benda-benda hayati di hutan/kawasan hutan, dengan tujuan sebagian atau seluruh hasilnya dijual/ditukar.",32010026 Wilayah|,-,0,Total,rumah tangga
24110123,Jumlah Rumah Tangga Usaha Penangkapan Ikan,"K01925 Rumah Tangga|
K01439 Penangkapan Ikan|","Banyaknya rumah tangga usaha perikanan yang melakukan kegiatan penangkapan dan pengumpulan organisme air, termasuk tanaman yang ada di laut, pesisir, maupun perairan darat, baik untuk dikonsumsi manusia maupun untuk keperluan lainnya.","32010026 Wilayah|
24120021 Jenis Perairan|",-,0,Total,rumah tangga
24110272,Jumlah Rumah Tangga Usaha Penangkaran Satwa Liar,"K01925 Rumah Tangga|
K02282 Usaha Penangkaran Tumbuhan/Satwa Liar|
K01975 Satwa Liar|","Banyaknya rumah tangga yang anggota rumah tangganya mengupayakan pembiakan satwa liar melalui pengembangbiakan dan pembesaran dengan tetap mempertahankan jenisnya, dengan tujuan sebagian atau seluruh hasilnya dijual/ditukar.","32010026 Wilayah|
24120016 Jenis Komoditas Tumbuhan/Satwa Liar|",-,0,Total,rumah tangga
24110273,Jumlah Rumah Tangga Usaha Penangkaran Tumbuhan Liar,"K01925 Rumah Tangga|
K02282 Usaha Penangkaran Tumbuhan/Satwa Liar|
K02234 Tumbuhan Liar|","Banyaknya rumah tangga yang anggota rumah tangganya mengupayakan pembiakan dan pembesaran tumbuhan liar dengan tetap mempertahankan jenisnya, dengan tujuan sebagian atau seluruh hasilnya dijual/ditukar.","32010026 Wilayah|
24120016 Jenis Komoditas Tumbuhan/Satwa Liar|",-,0,Total,rumah tangga
24110274,Jumlah Rumah Tangga Usaha Perburuan dan Penangkapan Satwa Liar,"K01925 Rumah Tangga|
K02284 Usaha Perburuan dan Penangkapan Satwa Liar|
K01975 Satwa Liar|","Banyaknya rumah tangga yang anggota rumah tangganya melakukan kegiatan berburu dan menangkap satwa liar dan/atau mengambil bagian-bagiannya, dengan tujuan sebagian atau seluruh hasilnya dijual/ditukar.","32010026 Wilayah|
24120016 Jenis Komoditas Tumbuhan/Satwa Liar|",-,0,Total,rumah tangga
24110124,Jumlah Rumah Tangga Usaha Perikanan,"K01925 Rumah Tangga|
K01655 Perikanan|
K02286 Usaha Perikanan|",Banyaknya rumah tangga yang melakukan kegiatan yang berhubungan dengan pengelolaan dan pemanfaatan sumber daya ikan dan lingkungannya secara berkelanjutan dengan tujuan sebagian atau seluruh hasilnya untuk dijual/ditukar.,32010026 Wilayah|,-,0,Total,rumah tangga
24110125,Jumlah Rumah Tangga Usaha Perkebunan,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02287 Usaha Perkebunan|","Banyaknya rumah tangga yang anggotanya melakukan kegiatan memelihara/menguasai/melakukan kegiatan budi daya tanaman perkebunan, termasuk pembibitan tanaman perkebunan, dengan tujuan sebagian atau seluruh hasilnya untuk dijual/ditukar.",32010026 Wilayah|,-,0,Total,rumah tangga
24110127,Jumlah Rumah Tangga Usaha Pertanian,K01932 Rumah Tangga Usaha Pertanian (RTUP)|,Banyaknya rumah tangga yang memelihara/menguasai/melakukan minimal satu jenis kegiatan pertanian dengan tujuan sebagian atau seluruh hasilnya untuk dijual/ditukar (khusus tanaman pangan termasuk yang seluruhnya dikonsumsi sendiri).,"32010026 Wilayah|
33220007 Jenis Kelamin|
10120066 Umur/Usia|",-,0,Total,rumah tangga
24110128,Jumlah Rumah Tangga Usaha Pertanian Gurem,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02289 Usaha Pertanian Gurem|","Banyaknya rumah tangga yang memelihara/menguasai/melakukan minimal satu jenis kegiatan pertanian dengan tujuan sebagian atau seluruh hasilnya untuk dijual/ditukar (khusus tanaman pangan termasuk yang seluruhnya dikonsumsi sendiri) penguasaan lahan pertanian kurang dari 0,50 hektare.",32010026 Wilayah|,-,0,Total,rumah tangga
24110129,Jumlah Rumah Tangga Usaha Pertanian Pengguna Lahan,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K01036 Lahan Pertanian/Agricultural Land|","Banyaknya rumah tangga yang memelihara/menguasai/melakukan minimal satu jenis kegiatan pertanian dengan tujuan sebagian atau seluruh hasilnya untuk dijual/ditukar (khusus tanaman pangan termasuk yang seluruhnya dikonsumsi sendiri) dan menguasai lahan pertanian, tidak termasuk lahan kegiatan budi daya di laut atau perairan umum.","32010026 Wilayah|
24120027 Jenis Subsektor Pertanian, Kehutanan, dan Perikanan|",-,0,Total,rumah tangga
24110135,Jumlah Rumah Tangga Usaha Pertanian Perkotaan/Urban Farming,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K01707 Pertanian Perkotaan/Urban Farming|","Banyaknya rumah tangga di wilayah perkotaan yang memanfaatkan lahan terbatas, dengan sebagian besar media tanam tidak di permukaan tanah secara langsung atau menggunakan pot dan sejenisnya, serta menerapkan teknologi seperti hidroponik, akuaponik, vertikultura, media terpal dan sejenisnya.",32010026 Wilayah|,-,0,Total,rumah tangga
24110275,Jumlah Rumah Tangga Usaha Pertanian yang Menggunakan Benih Rekayasa Genetika,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K00263 Benih Tanaman|",Banyaknya rumah tangga yang anggota rumah tangganya melakukan usaha budi daya menggunakan benih tanaman yang memiliki gen asing dari spesies tanaman yang berbeda atau makhluk hidup lain guna mendapatkan sifat-sifat yang diinginkan.,32010026 Wilayah|,-,0,Total,rumah tangga
24110276,Jumlah Rumah Tangga Usaha Pertanian yang Menggunakan Lahan dari Perhutanan Sosial,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K01019 Lahan|
K01654 Perhutanan Sosial|",Banyaknya rumah tangga yang anggota rumah tangganya mengikuti program perhutanan sosial dan menggunakan lahan yang diterima dari program perhutanan sosial.,32010026 Wilayah|,-,0,Total,rumah tangga
24110277,Jumlah Rumah Tangga Usaha Pertanian yang Mengikuti Program Perhutanan Sosial,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K01654 Perhutanan Sosial|","Banyaknya rumah tangga yang anggota rumah tangganya ada yang mengikuti sistem pengelolaan hutan lestari yang dilaksanakan dalam kawasan hutan negara atau hutan hak/hutan adat untuk meningkatkan kesejahteraannya, keseimbangan lingkungan dan dinamika sosial budaya.",32010026 Wilayah|,-,0,Total,rumah tangga
24110278,Jumlah Rumah Tangga Usaha Pertanian yang Tanamannya Berada di Bawah Pelindung,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02108 Tanaman di Bawah Pelindung|","Banyaknya rumah tangga yang anggota rumah tangganya mengusahakan budi daya tanaman pertanian di bawah atap kaca, plastik, atau material lain agar terhindari cuaca, hama, atau penyakit.","32010026 Wilayah|
24120027 Jenis Subsektor Pertanian, Kehutanan, dan Perikanan|",-,0,Total,rumah tangga
24110130,Jumlah Rumah Tangga Usaha Peternakan,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02292 Usaha Peternakan|","Banyaknya rumah tangga yang anggotanya melakukan kegiatan pemeliharaan ternak, meliputi penggemukan, pembibitan, pengembangbiakan, dan/atau pemacekan yang menghasilkan produk peternakan dengan tujuan sebagian atau seluruh hasilnya dijual/ditukar atas risiko usaha.",32010026 Wilayah|,-,0,Total,rumah tangga
24110132,Jumlah Rumah Tangga Usaha Tanaman Kehutanan,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02294 Usaha Tanaman Kehutanan|","Banyaknya rumah tangga yang anggotanya mengusahakan/mengelola tanaman kehutanan baik milik sendiri, bagi hasil, maupun mengusahakan/mengelola tanaman kehutanan milik orang lain dengan diberi upah (kuasa usaha) dan menanggung risiko (bukan buruh).",32010026 Wilayah|,-,0,Total,rumah tangga
24110133,Jumlah Rumah Tangga Usaha Tanaman Pangan,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02295 Usaha Tanaman Pangan|","Banyaknya rumah tangga yang anggota rumah tangganya melakukan kegiatan pertanian yang menghasilkan produk tanaman pangan (padi dan palawija), baik untuk dijual/ditukar atau dikonsumsi sendiri, termasuk usaha pembibitan tanaman pangan atas dasar risiko usaha (bukan sebagai buruh tani atau pekerja keluarga).",32010026 Wilayah|,-,0,Total,rumah tangga
24110139,Jumlah Satwa Liar Hasil Kegiatan Kehutanan,"K01779 Produksi|
K01975 Satwa Liar|",Banyaknya satwa liar yang dihasilkan dari kegiatan penangkaran melalui pembiakan dan pembesaran satwa maupun kegiatan perburuan/penangkapan satwa liar.,32010026 Wilayah|,-,0,Total,ekor
24110279,Jumlah Satwa Liar yang Ditangkar,"K01975 Satwa Liar|
K02282 Usaha Penangkaran Tumbuhan/Satwa Liar|","Banyaknya satwa yang masih mempunyai sifat liar, kemurnian jenis dan genetik yang dikembangbiakan dan dibesarkan dengan tetap mempertahankan jenisnya, dengan tujuan sebagian atau seluruh hasilnya dijual/ditukar.",32010026 Wilayah|,-,0,Total,ekor
24110233,Jumlah Ternak,K02197 Ternak|,"Banyaknya hewan yang dipelihara atau diusahakan, yang produknya diperuntukkan sebagai penghasil pangan, bahan baku industri, jasa, dan/atau hasil ikutannya, termasuk ternak hobi.","32010026 Wilayah|
24120030 Jenis Ternak|",-,0,Total,ekor
24110280,Jumlah Ternak Keluar,"K02197 Ternak|
K01584 Penjualan|","Banyaknya hewan peliharaan yang dikirim ke luar kabupaten/kota, provinsi, atau luar negeri, baik melalui penjualan dan/atau pengurangan lain.",32010026 Wilayah|,-,0,Total,ekor
24110281,Jumlah Ternak Masuk,K02197 Ternak|,"Banyaknya ternak yang didatangkan dari luar kabupaten/kota, provinsi, atau luar negeri, melalui pembelian dan/atau penambahan lain seperti ternak bantuan.",32010026 Wilayah|,-,0,Total,ekor
24110282,Jumlah Ternak pada Rumah Tangga Usaha Pertanian,"K02197 Ternak|
K01932 Rumah Tangga Usaha Pertanian (RTUP)|",Banyaknya ternak yang hidup pada wilayah dan periode waktu tertentu di rumah tangga usaha pertanian baik untuk tujuan dijual maupun tidak dijual.,"32010026 Wilayah|
24120030 Jenis Ternak|
24120250 Jenis Kelamin Hewan|",-,0,Total,ekor
24110283,Jumlah Ternak pada Rumah Tangga Usaha Peternakan dengan Tujuan Dijual,"K01932 Rumah Tangga Usaha Pertanian (RTUP)|
K02292 Usaha Peternakan|",Banyaknya ternak yang hidup pada wilayah dan periode waktu tertentu di rumah tangga usaha peternakan dengan tujuan dijual.,"32010026 Wilayah|
24120030 Jenis Ternak|",-,0,Jumlah,ekor
24110284,Jumlah Ternak Unggas Pedaging pada Unit Usaha Pertanian,"K02197 Ternak|
K02389 Unggas Pedaging|
K02288 Usaha Pertanian|","Banyaknya hewan unggas yang pemanfaatan dagingnya untuk konsumsi manusia, yang dipelihara unit usaha pertanian dengan tujuan dijual maupun tidak dijual.","32010026 Wilayah|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|
24120030 Jenis Ternak|",-,0,Jumlah,ekor
